pass_id	inventory_id	visual_family	visual_category	board_or_section_id	pdf_page	asset_id	asset_type	title	file_path	sha256	source_or_provenance	private_use_status	story_purpose	blocked_claims	render_location	page_mapping_method_i0302	page_mapping_evidence_i0302
I-0302	FI-0167	expanded_300_exhibit	real_photo_screenshot_source_image	VX067	470	A-0284-018	source_image	xAI	assets/private_use_photos/i0284_source_images/xai-xai.png	a7281fd44422e6fc4115f56469bddf3f0df17013465f1e6958cad5e1c4e6fd8f	https://x.ai/	private_use_source_image_from_public_page; Visual texture only; does not prove current product state, adoption, performance, revenue, safety, or benchmark rank.	frontier lab product surface	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX067
I-0302	FI-0168	expanded_300_exhibit	real_photo_screenshot_source_image	VX068	471	A-0284-019	source_image	PyTorch	assets/private_use_photos/i0284_source_images/pytorch-pytorch.png	6a4397f67f74d4cd7db19b297d6c1f8b49e355086028274f5f141732bad30a93	https://pytorch.org/	private_use_source_image_from_public_page; Visual texture only; does not prove current product state, adoption, performance, revenue, safety, or benchmark rank.	ML tooling surface	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX068
I-0302	FI-0169	expanded_300_exhibit	real_photo_screenshot_source_image	VX069	472	A-0284-020	source_image	CUDA Toolkit	assets/private_use_photos/i0284_source_images/nvidia-cuda-toolkit.jpg	933017867f7e088ee67c190a356c2dfb40e79cbf9238de60f5d79143f7efdacf	https://developer.nvidia.com/cuda-toolkit	private_use_source_image_from_public_page; Visual texture only; does not prove current product state, adoption, performance, revenue, safety, or benchmark rank.	CUDA tooling surface	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX069
I-0302	FI-0170	expanded_300_exhibit	real_photo_screenshot_source_image	VX070	473	A-0284-021	source_image	LMArena	assets/private_use_photos/i0284_source_images/lmarena-lmarena.png	1fc0809d7fc588c29b49c3d94b573e1fe27c28a25c393d3f514defed5ca1f662	https://lmarena.ai/	private_use_source_image_from_public_page; Visual texture only; does not prove current product state, adoption, performance, revenue, safety, or benchmark rank.	leaderboard surface	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX070
I-0302	FI-0171	expanded_300_exhibit	real_photo_screenshot_source_image	VX071	474	A-0284-022	source_image	Oracle AI	assets/private_use_photos/i0284_source_images/oracle-oracle-ai.png	54526d903344d5dbe8effb9b4be924caf7996eb360baec451e07802beb493df1	https://www.oracle.com/artificial-intelligence/	private_use_source_image_from_public_page; Visual texture only; does not prove current product state, adoption, performance, revenue, safety, or benchmark rank.	cloud AI surface	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX071
I-0302	FI-0172	expanded_300_exhibit	real_photo_screenshot_source_image	VX072	475	A-0284-023	source_image	IBM watsonx	assets/private_use_photos/i0284_source_images/ibm-ibm-watsonx.jpg	d834b0e61f9d7d4dfa01fc03d35112d0422999b58956c72c3ee2ed99197bcfbf	https://www.ibm.com/watsonx	private_use_source_image_from_public_page; Visual texture only; does not prove current product state, adoption, performance, revenue, safety, or benchmark rank.	enterprise AI platform surface	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX072
I-0302	FI-0173	expanded_300_exhibit	real_photo_screenshot_source_image	VX073	476	A-0284-024	source_image	Databricks ML	assets/private_use_photos/i0284_source_images/databricks-databricks-ml.png	483267681b42984fd64e892f21a308ca01f73ab0f24a11fb40ca52102d6e1759	https://www.databricks.com/product/machine-learning	private_use_source_image_from_public_page; Visual texture only; does not prove current product state, adoption, performance, revenue, safety, or benchmark rank.	data/model platform surface	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX073
I-0302	FI-0174	expanded_300_exhibit	real_photo_screenshot_source_image	VX074	477	A-0284-025	source_image	Snowflake Cortex	assets/private_use_photos/i0284_source_images/snowflake-snowflake-cortex.png	ccb8051c164f9038ae599949d7fdc2c2635ae0974b7d04ce91b98d388750d94f	https://www.snowflake.com/en/data-cloud/cortex/	private_use_source_image_from_public_page; Visual texture only; does not prove current product state, adoption, performance, revenue, safety, or benchmark rank.	data cloud AI surface	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX074
I-0302	FI-0175	expanded_300_exhibit	real_photo_screenshot_source_image	VX075	478	A-0287-003	source_image	NVIDIA CUDA Toolkit	assets/private_use_screenshots/i0287_source_pages/src-0287-003-nvidia-cuda-toolkit.png	f822e4d515754195c297a611e72f5476a1e0c7fdc954fe42869289ddfc16eaa6	https://developer.nvidia.com/cuda-toolkit	private_use_public_webpage_screenshot; Screenshot surface only; does not prove current product state, adoption, performance, revenue, safety, benchmark rank, or deployment outcome.	software stack surface	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX075
I-0302	FI-0176	expanded_300_exhibit	real_photo_screenshot_source_image	VX076	479	A-0287-004	source_image	AMD ROCm	assets/private_use_screenshots/i0287_source_pages/src-0287-004-amd-rocm.png	86b8fa8a36fc920077a6fb5e63fad6d2b39b3502dfcbcbcdbd9653beaf58f9a2	https://www.amd.com/en/developer/resources/rocm-hub.html	private_use_public_webpage_screenshot; Screenshot surface only; does not prove current product state, adoption, performance, revenue, safety, benchmark rank, or deployment outcome.	accelerator software surface	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX076
I-0302	FI-0177	expanded_300_exhibit	real_photo_screenshot_source_image	VX077	480	A-0287-005	source_image	AMD Instinct MI300	assets/private_use_screenshots/i0287_source_pages/src-0287-005-amd-instinct-mi300.png	1a9242ab13d0768c6af7f8924fae353288954a8195baf81f408686c2caec0122	https://www.amd.com/en/products/accelerators/instinct/mi300.html	private_use_public_webpage_screenshot; Screenshot surface only; does not prove current product state, adoption, performance, revenue, safety, benchmark rank, or deployment outcome.	accelerator competitor surface	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX077
I-0302	FI-0178	expanded_300_exhibit	real_photo_screenshot_source_image	VX078	481	A-0287-006	source_image	CoreWeave Cloud	assets/private_use_screenshots/i0287_source_pages/src-0287-006-coreweave-cloud.png	6b527a45a99ba08e0853edf4f1b135c8d6e68c8abfba224abb8c90753f2da33e	https://www.coreweave.com/	private_use_public_webpage_screenshot; Screenshot surface only; does not prove current product state, adoption, performance, revenue, safety, benchmark rank, or deployment outcome.	GPU cloud surface	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX078
I-0302	FI-0179	expanded_300_exhibit	real_photo_screenshot_source_image	VX079	482	A-0287-007	source_image	Lambda GPU Cloud	assets/private_use_screenshots/i0287_source_pages/src-0287-007-lambda-gpu-cloud.png	77af5d1ac3a378ed3d464ec5a9e7a07af6473c757a043243880d69e3988f44d1	https://lambdalabs.com/service/gpu-cloud	private_use_public_webpage_screenshot; Screenshot surface only; does not prove current product state, adoption, performance, revenue, safety, benchmark rank, or deployment outcome.	GPU cloud surface	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX079
I-0302	FI-0180	expanded_300_exhibit	real_photo_screenshot_source_image	VX080	483	A-0287-008	source_image	Crusoe Cloud	assets/private_use_screenshots/i0287_source_pages/src-0287-008-crusoe-cloud.png	ca6ee15ed7e6cefe70b452e527f34e6f563842c40908fb5f4c12807875ed8da8	https://crusoe.ai/cloud/	private_use_public_webpage_screenshot; Screenshot surface only; does not prove current product state, adoption, performance, revenue, safety, benchmark rank, or deployment outcome.	AI infrastructure cloud surface	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX080
I-0302	FI-0181	expanded_300_exhibit	real_photo_screenshot_source_image	VX081	485	A-0287-010	source_image	Digital Realty AI	assets/private_use_screenshots/i0287_source_pages/src-0287-010-digital-realty-ai.png	4540c3dfd67360ed4fad5e9004986865a5da1de9eae0efa94be7d768ad3e7199	https://www.digitalrealty.com/data-centers/artificial-intelligence	private_use_public_webpage_screenshot; Screenshot surface only; does not prove current product state, adoption, performance, revenue, safety, benchmark rank, or deployment outcome.	datacenter AI surface	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX081
I-0302	FI-0182	expanded_300_exhibit	real_photo_screenshot_source_image	VX082	487	A-0287-011	source_image	ASML Lithography	assets/private_use_screenshots/i0287_source_pages/src-0287-011-asml-lithography.png	0e935498c28b0fa015019ffc4b9b5639827b2f8f20fb37c412a8b8e3c592918b	https://www.asml.com/en/technology/lithography-principles	private_use_public_webpage_screenshot; Screenshot surface only; does not prove current product state, adoption, performance, revenue, safety, benchmark rank, or deployment outcome.	semiconductor supply-chain surface	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX082
